1	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
1	@spitta1969 Obviamente, nada hay más PRO vacunas q exigir seriedad y transparencia a las autoridades sanitarias en la aplicación de las vacunas.   Lo q hacen los k no es ser pro vacunas, es ser pro privilegios, pro tongo, pro acuerdos bajo la mesa, pro tranza, etc.
2	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
2	@ernestorr Ernesto,las vacunas tienen 2 dosis,pero no todas son iguales,los políticos y muchos periodistas opinan como si supieran.Lamentablemente hay médicos asesores que se nota que están condicionados por la política¿Tiene seriedad hablar de aplicar 1 dosis y diferir la otra,de SputnikV?
3	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
3	"@ernestorr No se como no se dan cuenta: ""Sputnik V"" es la sigla de ""Es Putin y K con la V (de la Victoria)""... por eso la gente linda de este país de anglosajones de sangre azul se indigna tanto !!!! Vladimir Putin, Elon Musk, Bill Gates, Jeff Bezos y George Soros trabajan para ella!"
4	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
4	"@ernestorr NO VENÍAN LAS VACUNAS  vinieron NO VENÍA LA 2° DOSIS viene LA VACUNA ""RUSA"" NO SIRVE Está en el mundo PROVOCABA EFECTOS GRAVES No los provoca QUE NO LLEGAMOS A VACUNAR Estamos vacunando SPUNICK NO TIENE PAPELES Los tiene ANMAT PARA QUIEN JUEGA PROMUERTE Parecen lobistas de Pfizer"
5	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
5	@ernestorr Ya tiró candadito. Un tuit mentiroso e insostenible. En todo caso lo hubiera borrado y aclarado que lo que dijo no era cierto y se equivocó como nos pasa a muchos y me incluyo,si es q iba con la mejor intención(muy optimista yo). Pero no,el orgullo y ego injustificado puede más. https://t.co/DZ2eVttD0h
6	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
6	@ernestorr @leoysubrayo Los fanaticos son estúpidos sin importar de que lado vengan, este hilo lo demuestra  con creces, lo único cierto es que la sputnik no fue lo suficientemente testeada y que por eso solo se aplica en rusia, y no demasiado, y en argentina, a fue aprobada en bielorusia
7	Las vacunas de vectores virales no son tecnología vieja, es tecnología nueva.  Lo que no es nuevo es la chantada nacional de hablar sin saber. https://t.co/VKkXjC2C5r
7	@ernestorr Me hace acordar al chiste que decía que los yankees descubrieron que las lapiceras no funcionaban en el espacio, entonces gastaron cien millones de dólares en desarrollar una tecnología nueva de lapiceras que funcionaban en cualquier ambiente. Los rusos usaron un lápiz.
8	El colmo de la corrupción es robar vacunas cuya verdadera eficacia se desconoce. No sé ya si es corrupción o merece otro nombre. Por lo menos robáte de la buenas!
8	@spitta1969 Creo que el solo hecho que pase el tiempo, nos permitirá ver la magnitud de la corrupción a la que pueden llegar, así como la ineptitud más flagrante para administrar el país. Esperemos peores cosas, porque no van a poder mejorar nada. Son esto que estamos viendo.
9	El colmo de la corrupción es robar vacunas cuya verdadera eficacia se desconoce. No sé ya si es corrupción o merece otro nombre. Por lo menos robáte de la buenas!
9	@spitta1969 Creo qué hay que separar los conceptos. Por un lado está la eficacia o no de la vaciaba y por el otro que se haya vacunado gente que no debía, en lugar de quienes  más la necesitaban. Esto último es lo que quedó en evidencia : la existencia de privilegios.
10	El colmo de la corrupción es robar vacunas cuya verdadera eficacia se desconoce. No sé ya si es corrupción o merece otro nombre. Por lo menos robáte de la buenas!
10	@spitta1969 La EFICACIA, NO me preocupa tanto como las CONTRAINDICACIONES y los EFECTOS SECUNDARIOS que pueda tener la VACUNA contra el COVID y que perjudiquen la salud de la gente. Pero a la mayoría, ésto no les preocupa. SINIESTRO
11	El colmo de la corrupción es robar vacunas cuya verdadera eficacia se desconoce. No sé ya si es corrupción o merece otro nombre. Por lo menos robáte de la buenas!
11	@spitta1969 Sandra, en realidad creo que es sólo una trampa.. lo han hecho en otros países.. falsos vacu_nados vip para prestigiar una solución que es más letal que lo que pretende curar.. y con efectos adversos graves ya en el corto plazo, quién sabe en el largo..
12	Comparto #MinutoSalud, el resumen de las acciones de gestión del @msalnacion de esta semana.   #ArgentinaUnida https://t.co/CORUzEquDu
12	@ginesggarcia @msalnacion Gines sigamos festejando el caballo de troya que le metiste a la militancia del ABORTO, para que Alberto, Vilma y Losardo sigan siendo los CARCELEROS de los presos politicos, y sean ahora tambien los GARANTES de la impunidad de Mauricio Macri y su banda....
13	Comparto #MinutoSalud, el resumen de las acciones de gestión del @msalnacion de esta semana.   #ArgentinaUnida https://t.co/CORUzEquDu
13	@ginesggarcia @msalnacion Mientras este señor obeso charla, los que laburamos en estadísticas seguimos esperando por un informe que, en teoría y sólo en teoría, deberían publicar todos los días a las 19:00. En la práctica lo publican cuando se les canta. Así estamos.
14	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
14	@spitta1969 Estas eminencias tampoco intervienen por el daño a la salud de consumir AGUA de un charco o de mujeres que transcurren su EMBARAZO en un monte, de RECIÉN  NACIDOS separados al nacer de sus madres y  más 🤔Es Formosa no le importa a los científicos😢😡☹️
15	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
15	@spitta1969 Los cierres de fronteras se debieran haber hecho el año pasado y no abrir y cerrar por ese motivo aparecieron las variantes. Cuando se declara una Pandemia una de las medidas a tomar es el cierre de fronteras pero para mi forma de ver lo hicieron mal en el mundo.
16	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
16	@spitta1969 Eminentes científicos que no saben que la función de un científico no es sugerir políticas de Estado. Mamita querida que bouquet de pelotudos. Estoy esperando que los eminentes científicos se pronuncien ante el deterioro abismal de conicet.
17	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
17	"@spitta1969 Si estos son eminentes científicos, yo soy Pasteur y Sabin juntos. Qué fácil es la etiqueta ""eminente científico"" en este pobre país tan pauperizado en ciencia que cualquier gil que labura en USA adquiere el rango."
18	Para cordobeses mayores de 70, entren al CiDi una vez por día a chequear porque los mensajes de turno de vacunación no están llegando! https://t.co/ixspyuVFDH
18	@rquiroga777 A mi madre le llegó el domingo por la tarde y a mi tía también por suerte pero intenté hacer un blanqueo del pin y el mensaje no me llega al celular por más veces q lo intento, el número de atención telefónica me dá una casilla de msj de Claro a la q no se le pueden dejar más msj
19	"Mientras faltan vacunas en todo el mundo, ""decenas de millones de dosis de la de AstraZeneca se acumulan en depósitos de los EEUU"", dice @zeynep 👇 https://t.co/gzmpEvOjBw"
19	"@norabar @zeynep Lo más increíble de todo, es que por razones de ""me gusta/no me gusta"" determinada persona, no nos indignemos de que ocurran esas cosas. Varios países cuentan con 5 a 9 dosis por persona. Pero no, lo indignante es a quien votaste. Qué sociedad básica que somos."
20	"Mientras faltan vacunas en todo el mundo, ""decenas de millones de dosis de la de AstraZeneca se acumulan en depósitos de los EEUU"", dice @zeynep 👇 https://t.co/gzmpEvOjBw"
20	@norabar @zeynep La voracidad del capitalismo se muestra en toda su crudeza. Los filósofos y otros tontos que pensábamos que el mundo saldría mejor y más solidario de esto estábamos equivocados. Sólo ayudaron los más pobres (Cuba y Venezuela) a Brasil por ejemplo. Gracias Nora
21	Ya empezamos a ver efectos de la vacunación? La proporción de infectados que son personal de salud disminuyó muchísimo.  Muy buen gráfico de Martín! 👏👏👏 https://t.co/msvPNYxhh7
21	@rquiroga777 Yo no se qué ven. Los casos bajan solos desde hace meses y suben solos. Por ejemplo en este gráfico se aprecia la MISMA suba de casos por la que querían implementar toque de queda en Enero, y la misma bajada repentina por la que no dijeron nada luego. No hay nada especial aquí.
22	Ya empezamos a ver efectos de la vacunación? La proporción de infectados que son personal de salud disminuyó muchísimo.  Muy buen gráfico de Martín! 👏👏👏 https://t.co/msvPNYxhh7
22	@rquiroga777 Ojala sea eso, así tienen un margen más amplio para el trabajo que desarrollan. El descenso que habría que tomar es el del 20/1?, porque ahí calculo que empezaron a tener algo de inmunidad ya que empezaron a vacunarse a fines de diciembre.
23	"No. Y me da vergüenza este comunicado. VERGUENZA. https://t.co/kZKA8nOHoh Los vacunatorios VIP no son ""problemas"". Son un robo. Son delincuencia."
23	@spitta1969 El robo de vacunas o ponérsela a alguien que no le corresponde, no me vengan con personal estratégico, es un hecho inadmisible que solo los cobardes, timoratos, corruptos y de conciencia débil la admiten. El documento da vergüenza
24	"No. Y me da vergüenza este comunicado. VERGUENZA. https://t.co/kZKA8nOHoh Los vacunatorios VIP no son ""problemas"". Son un robo. Son delincuencia."
24	@spitta1969 A míe das vergüenza vos, solo vos!  Investigadora y de la forma q hablas, increíble.  Vos pensas q hablando y menospreciando al Presidente y a los de abajo, logras algo  No, sos una más.  Seguí tirando q solo sos una más.  Con todo respeto.
25	"No. Y me da vergüenza este comunicado. VERGUENZA. https://t.co/kZKA8nOHoh Los vacunatorios VIP no son ""problemas"". Son un robo. Son delincuencia."
25	@spitta1969 @rufus651102 Cuando se está acostumbrado a robar se roba de todo : empezando por dinero , se sigue con las vacunas y al final las esperanzas de los más idiotas que creían en esos ladrones
26	"No. Y me da vergüenza este comunicado. VERGUENZA. https://t.co/kZKA8nOHoh Los vacunatorios VIP no son ""problemas"". Son un robo. Son delincuencia."
26	"@spitta1969 Son un robo de qué, específicamente? De vacunas que no sirven ""flojas de papeles""?   Creo que deben aclarar si creen que la Sputnik es un peligro para la salud, o si realmente ayuda a salvar vidas. Un mensaje claro bastaría para terminar con esa confusión."
27	Covid-19 Llegaron las vacunas @gaticavice  @Kicillofok @RegionSanX @msalnacion @SaludBAP https://t.co/UAu4NR4Ty3
27	@PrensaBragado @BAProvincia @gaticavice @Kicillofok @RegionSanX @msalnacion @SaludBAP Se tomaron su tiempo!! Vinieron más rápido desde Rusia que hacer 350 km para llegar a Bragado. Gobierno de Zaraza!! Vacunen de una vez y dejen de hacer política, esto es serio.
28	Orgulloso del trabajo realizado en equipo del @msalnacion en recorrida junto a Provincia de Buenos Aires y Municipios de la costa bonaerense. https://t.co/rVStPzTOoy
28	@ginesggarcia @msalnacion Combatir la peste que voltea hasta los países más poderosos del mundo es una lucha sin tregua. La demanda de vacunas es el problema, pero comunicar claro que otras vacunas se están negociando, ayudaria y les restaría poder a la prensa sorete que disfruta cuando las cosas no salen
29	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
29	@NicoOlsze Ni lo sueñes. Me cansé de ver tuits con el # pidiendo la renuncia de la ministra... por lo que hizo el correntino. No saben ni en qué distritos son gobierno. O la excusa de que Nación tiene que controlar todo (si lo hacen, se enojan por la intromisión). Son como la gata Flora.
30	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
30	@NicoOlsze Que bueno es verse boen lejos de uds. Y mientras uds son complices y justifican todos los robos kirchneristas, uno quiere q echen a los corruptos k, de macri, ucr o el q sea. Esa es la grieta, los complices x unos pesos y los q buscamos justicia y q vacunen a nuestros viejos.
31	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
31	@spitta1969 @Quemero1971 El Gobernadorcito Kichiló, te acaba de citar. No se le entendió un pomo lo que quiso decir, pero terminó diciendo que tenías derecho a hacerlo. Coherente.
32	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
32	@spitta1969 Actúan como los chavistas, vacunas solo para ellos, el resto que se arregle. Bueno, es normal porque están cortados por la misma tijera. Pasa que son como los ladrones (de hecho eso son), ven a otros de su misma condición ✌🏿  #GobiernoCriminalyCorrupto #ElPeorGobiernoDeLaHistoria
33	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
33	@spitta1969 Mientras estos especímenes intentan maniobras absurdas para disimular y derivar responsabilidades, su presidente se entierra en una conferencia de prensa internacional. Sí ante los ojos del mundo. Hablame de desbande.
34	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
34	"@spitta1969 Siempre son ejércitos de ""nadies"", militantes, cobrando del Estado, en puestos políticos y terminan en la nada. Como las 1000 denuncias del servicio Tahilade.PJasco"
35	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
35	@spitta1969 en dos días y sin complicaciones conseguí turno para mí mamá , mayor de 80 y para mí por profesional de la.salud. Y gratis. En CABA #Larreta #VacunasCOVID19 #CABA #gcba @horaciorlarreta
36	Qué desesperados están. Siempre que están así de locos, intentan meter a todos en el lodo. Son extorsionadores seriales. https://t.co/4evXAExzf1
36	@spitta1969 casualmente el día que asumió en reemplazo de Ginés González García, el ministerio que ahora dirige Vizzoti le adjudicó un contrato por $120 millones a la empresa donde trabaja su cuñada.
37	No logro que nade me explique esto. @rquiroga777 ? @FabBallarini ? Quizá es una pregunta boluda. https://t.co/4fc2PuUTLx
37	@hitchpster @FabBallarini Mezcla dosis 1 y 2. Pero además podría haber más que lo establecido en la resolución. Hay distritos que incluyeron profesionales de la salud independientes, por ejemplo, que entiendo no estaban contabilizados inicialmente.
38	✅ Por recomendación de la @ANMATSalud, el @msalnacion autorizó el uso de la vacuna Sputnik V en mayores de 60 años. https://t.co/mL1A7LelAI
38	@PAMI_org_ar @ANMATsalud @msalnacion GRACIAS POR INFO, Y X TENERLOS EN ESTOS MOMENTOS, HAY ANGUSTIA EN AFILIADOS CABA, NADA SABEMOS DE COMO, DONDE Y CUANDO. NOS SEGIMOS CUIDANDO. PERO SERIA MUY IMPORTANTE Q PAMI AYUDARA C/ORGANIZAR EN CABA, Q NADA DE INFORMACION TENEMOS, NO HAY INSCRIPCION VOLUNTARIA, FACILITARIA!
39	Suspendamos la evidencia científica! A donde vamos no necesitamos estadísticas!! Ni evidencias!! Solo nos mueve la FE!!!! https://t.co/8FxlLsczVA
39	@spitta1969 El suero es efectivo en la fase inicial de la enfermedad, evitando q el 45% de los pacientes evolucione de forma negativa. Una vez q la enfermedad desato la reacción inflamatoria no tiene ningún caso aplicarlo.
40	Suspendamos la evidencia científica! A donde vamos no necesitamos estadísticas!! Ni evidencias!! Solo nos mueve la FE!!!! https://t.co/8FxlLsczVA
40	@spitta1969 Sandra, ¿cual es tu opinión, cómo científica, de la vacuna desarrollada por el Beijing Institute of Biotechnology, CanSino Biologics Inc, de China? Confío en tu criterio científico para orientarme, muchas gracias.
41	Una de las bolsas negras que representan cadáveres en la marcha de Cambiemos tiene el nombre de Estela de Carlotto.
41	@NicoOlsze Es inaceptable que este acto quede impune. Debe actuar inmediatamente el gobierno iniciando en principio una acción penal contra estas organizaciones. El fascismo costo millones de vidas hace demasiado poco tiempo al mundo y en la argentina hace aun menos tiempo.
42	Una de las bolsas negras que representan cadáveres en la marcha de Cambiemos tiene el nombre de Estela de Carlotto.
42	@NicoOlsze Estela se vacunó xq se anotó como todos y tiene 90 años, edad x la q se empezó a vacunar, se acercó al centro q le correspondía y esperó su turno como todos. Q digan q xq ella se vacunó una persona murió me parece peor q una bajeza. Y el ex presidente orgulloso, terror me dan
43	"Escuché un audio de una médica q decía q en un hospital habían ""sacado una dosis mas "" de los viales de la vacuna sputnik. Una aclaración (sigue)"
43	@spitta1969 Será así realmente? O será a criterio del iluminado que reparte la vacuna? Escuché también que erróneamente habían aplicado la rusa a unos 50 mayores de 60 años, a pesar de la supuesta limitación regulatoria.
44	"Escuché un audio de una médica q decía q en un hospital habían ""sacado una dosis mas "" de los viales de la vacuna sputnik. Una aclaración (sigue)"
44	@spitta1969 De 400 dosis hicieron 500, osea 100 dosis más. No entiendo nada de química, Pero creo que es cómo echarle agua a la leche 🤷🏼‍♀️
45	"Escuché un audio de una médica q decía q en un hospital habían ""sacado una dosis mas "" de los viales de la vacuna sputnik. Una aclaración (sigue)"
45	@spitta1969 Hay que desterrar los viales multidosis! Me recuerda a la vacuna que te daban en la espalda durante la colimba.  Ni hablar del frasco grande de Lidocaína que en los 80 se usaba en las guardias para las suturas de urgencia.
46	Decenas de millones de dosis de vacunas de Ox/AstraZeneca sin usar almacenadas en EEUU, donde todavía no fue aprobada y quizás nunca lo sea. https://t.co/bhQXu3V04c
46	@ernestorr @emabujan Y ya lo veeee y  ya lo veeee adenovirus de chimpanceeee... Hablando en serio tiene muy baja efectividad con la cepa sudafricana,  y probablemente suceda con otras mutaciones a futuro. Quizás eso influya en la decisión de los países.  La rusa para mi la 1 como dije hace meses.
47	Decenas de millones de dosis de vacunas de Ox/AstraZeneca sin usar almacenadas en EEUU, donde todavía no fue aprobada y quizás nunca lo sea. https://t.co/bhQXu3V04c
47	@ernestorr @Kicillofok   🙏. Mi suegro hemipléjico y afásico xACV tenía fecha de vacunación x @SanFerMunicipio  el 19/2 se suspendió se le pasó a @PAMI_org_ar . Nos avisan q lo anotemos particular porq PAMI está atrasado🤬. Está en un hogar x su condición. NO puede espera r!hogar Amanecer
48	Decenas de millones de dosis de vacunas de Ox/AstraZeneca sin usar almacenadas en EEUU, donde todavía no fue aprobada y quizás nunca lo sea. https://t.co/bhQXu3V04c
48	@ernestorr Cuando tenés plata, y podés darte el lujo de tener decenas de millones de vacunas sin usar, pese a que están primeros en el mundo en cantidad de muertes. Mientras tanto acá te quieren convencer de privatizar las vacunas, y que las pague el que pueda... #CapitalismoMortal https://t.co/lwZ4Mc3hdp
49	Decenas de millones de dosis de vacunas de Ox/AstraZeneca sin usar almacenadas en EEUU, donde todavía no fue aprobada y quizás nunca lo sea. https://t.co/bhQXu3V04c
49	@ernestorr Doctor Resnik solo una pregunta: La ANMAT Aprobó de emergencia esta vacuna. Sabe si se tomará alguna reserva en su distribución (El Gobierno alcanzó un acuerdo para adquirir 22.4 millones de dosis), al aparecer este problema?  https://t.co/aq7QHWVXY2
50	Decenas de millones de dosis de vacunas de Ox/AstraZeneca sin usar almacenadas en EEUU, donde todavía no fue aprobada y quizás nunca lo sea. https://t.co/bhQXu3V04c
50	@ernestorr Tres países de la UE suspendieron la aplicación.  Por casos de trombosis.  Aún en estudio si fue relacionado con la aplicación de la Oxford/Astra zeneca.  Alemania y Francia en cambio, siguen aplicándola. La EMA aconseja seguir.(DWTV hoy 11/3)
51	Son genios. Por un peso, vamos a pasar de 0% a 27%. Debe ser idea de Mínimo. https://t.co/FbZTS866Wn
51	@spitta1969 Muchos diputados no pasan una prueba PISA de matemáticas. Solo aprueban lo que manda el jefe, para seguir perteneciendo a la casta política. Y gracias a la nefasta lista sábana, los ciudadanos no podemos impedir su reelección.
52	Haría un chiste fácil con el apellido, pero este tipo es una tragedia. A esto nos llevaron los jeños del voto. https://t.co/XhNBrWRckj
52	@spitta1969 Este tipo no quiere aplicar la receta cubana... Es el plan estratégico de La Cámpora! Todo el poder centralizado en unos pocos y millones de pobres recibiendo migajas de sus manos. Los nuevos jerarcas del partido único.
53	Haría un chiste fácil con el apellido, pero este tipo es una tragedia. A esto nos llevaron los jeños del voto. https://t.co/XhNBrWRckj
53	@spitta1969 Por IOMA no te atiende casi ningún médico o te cobra mil + el bono. Cubre medicamentos a monto fijo, los precios suben y la cobertura no., equivale al 30%. Estudios modernos, cirugias complejas, prótesis importadas? NO, olvidate.
54	Haría un chiste fácil con el apellido, pero este tipo es una tragedia. A esto nos llevaron los jeños del voto. https://t.co/XhNBrWRckj
54	@spitta1969 Chávez tenía un médico cubano que era espía, lo vigilaba a él, su salud y manejaba el cambio de programa de la salud social. Nosotros miramos, la oposición se queja en twitterlandia, ellos van por todo y la pandemia da un marco especial, todo sin vacunas.
55	Haría un chiste fácil con el apellido, pero este tipo es una tragedia. A esto nos llevaron los jeños del voto. https://t.co/XhNBrWRckj
55	@spitta1969 Este tipo pretende hacer con nuestro sistema de salud lo que en Cuba? Ahí la gente se muere en las calles, sólo tienen atención médica los privilegiados del régimen, por Dios, que no se llegue a éso, basta de estos delinkuentes!!!
56	Haría un chiste fácil con el apellido, pero este tipo es una tragedia. A esto nos llevaron los jeños del voto. https://t.co/XhNBrWRckj
